#id,RT,RI,abundance,CAS,weight
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~camphor",18.412,,137629,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,177153,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,721376,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,1340928,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~chavicol",23.6,,32716,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,2480484,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,1748928,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~eugenol",28.252,,24970796,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,405960,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,861305,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,10240535,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,221461,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,295482,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,1236294,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,31744346,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,757662,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~humulene",32.347,,3399662,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,1873095,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,1697754,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,7835212,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,4758158,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,3760581,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,6139627,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,254841,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,634865,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,88881,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~nerolidol",36.726,,37638,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~epicubenol",38.623,,75050,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,550480,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,19661303,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~Ocimene",13.675,,3198729,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~terpinolene",15.484,,95467,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~linalool",16.454,,40510507,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~camphor",18.412,,280131,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,266539,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,1135959,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,1361751,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~chavicol",23.6,,98111,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,2951619,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,1273886,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~eugenol",28.252,,32108502,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,295254,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,384001,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,8839090,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,186029,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,251020,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,964921,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,26517691,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,1413806,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~humulene",32.347,,2886803,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,968927,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,1487999,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,6667125,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,3562788,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,3427678,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,5977323,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,383644,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,556439,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,74274,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~nerolidol",36.726,,34978,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~epicubenol",38.623,,106726,,
"3-20161017OB-UV~Treat6~U10.I~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,740115,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,16127066,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~Ocimene",13.675,,931108,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~terpinolene",15.484,,42296,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~linalool",16.454,,27342637,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~camphor",18.412,,223246,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,213444,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,652740,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,272576,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~chavicol",23.6,,2522,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,1087907,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,351052,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~eugenol",28.252,,18179504,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,182318,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,128959,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,4183139,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,58469,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,103581,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,347734,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,14421483,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,753917,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~humulene",32.347,,876747,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,1207993,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,692010,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,3600301,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,1214276,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,1649904,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,3282735,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,121409,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,296582,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,26771,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~nerolidol",36.726,,27039,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~epicubenol",38.623,,,,
"3-20161017OB-UV~Treat7~C.F~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,252369,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,19052801,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~Ocimene",13.675,,3657124,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~terpinolene",15.484,,165944,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~linalool",16.454,,31601517,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~camphor",18.412,,210924,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,259195,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,723138,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,728751,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~chavicol",23.6,,26864,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,1784626,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,1274612,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~eugenol",28.252,,24965160,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,429567,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,438942,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,9564978,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,198754,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,283400,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,1017913,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,32896653,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,982370,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~humulene",32.347,,2568402,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,1239704,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,1756865,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,7627397,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,3502186,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,4154199,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,5875052,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,215328,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,534008,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,76425,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~nerolidol",36.726,,10732,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~epicubenol",38.623,,45177,,
"3-20161017OB-UV~Treat8~C.I~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,386992,,
